1	2	3	4	5	6	7	8
NonRel	performance status : ecog ≤ @NUMBER for patients ≥ [s1] @NUMBER years [e1] old or lansky play ≥ @NUMBER % for patients ≤ @NUMBER years old	performance status : ecog ≤ @NUMBER for patients ≥ @NUMBER years old or lansky play ≥ [s2] @NUMBER % [e2] for patients ≤ @NUMBER years old	lower_bound	lower_bound	896_3	896_5	896.0
NonRel	performance status : ecog ≤ @NUMBER for patients ≥ @NUMBER years old or lansky play ≥ [s1] @NUMBER % [e1] for patients ≤ @NUMBER years old	performance status : ecog ≤ @NUMBER for patients ≥ @NUMBER years old or lansky play ≥ @NUMBER % for patients ≤ [s2] @NUMBER years [e2] old	lower_bound	upper_bound	896_5	896_6	896.0
hasValue	a [s1] castrate level of testosterone [e1] ( < @NUMBER ng / dl )	a castrate level of testosterone ( < [s2] @NUMBER ng / dl [e2] )	clinical_variable	upper_bound	897_0	897_1	897.0
NonRel	[s1] ast [e1] and alt < @NUMBER x uln	ast and [s2] alt [e2] < @NUMBER x uln	clinical_variable	clinical_variable	898_0	898_1	898.0
hasValue	[s1] absolute neutrophil count ( anc ) [e1] ≥ @NUMBER / µl	absolute neutrophil count ( anc ) ≥ [s2] @NUMBER / µl [e2]	clinical_variable	lower_bound	899_0	899_1	899.0
hasValue	[s1] hemoglobin [e1] ≥ @NUMBER g / dl	hemoglobin ≥ [s2] @NUMBER g / dl [e2]	clinical_variable	lower_bound	900_0	900_1	900.0
hasValue	[s1] peripheral neuropathy [e1] ≥ grade @NUMBER	peripheral neuropathy ≥ [s2] grade @NUMBER [e2]	clinical_variable	lower_bound	901_0	901_1	901.0
NonRel	persistent grade > [s1] @NUMBER [e1] ( nci ctcae v4.0 ) aes due to investigational drugs that were administered more than @NUMBER days before study enrollment	persistent grade > @NUMBER ( nci ctcae v4.0 ) aes due to investigational drugs that were administered more than [s2] @NUMBER days [e2] before study enrollment	lower_bound	lower_bound	902_1	902_2	902.0
hasValue	[s1] platelet count [e1] ≥ @NUMBER x 10^9 / l	platelet count ≥ [s2] @NUMBER x 10^9 / l [e2]	clinical_variable	lower_bound	903_0	903_1	903.0
NonRel	[s1] seizure [e1] or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to [s2] seizure [e2] ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	chronic_disease	chronic_disease	904_0	904_1	904.0
NonRel	seizure or known condition that may pre-dispose to [s1] seizure [e1] ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior [s2] stroke [e2] , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	chronic_disease	chronic_disease	904_1	904_2	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior [s1] stroke [e1] , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , [s2] transient ischemic attack [e2] within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	chronic_disease	chronic_disease	904_2	904_3	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , [s1] transient ischemic attack [e1] within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , [s2] brain arteriovenous malformation [e2] ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	chronic_disease	chronic_disease	904_3	904_5	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , [s1] brain arteriovenous malformation [e1] ; or intracranial masses such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or [s2] intracranial masses [e2] such as schwannomas and meningiomas that are causing edema or mass effect )	chronic_disease	cancer	904_5	904_6	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or [s1] intracranial masses [e1] such as schwannomas and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as [s2] schwannomas [e2] and meningiomas that are causing edema or mass effect )	cancer	cancer	904_6	904_7	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as [s1] schwannomas [e1] and meningiomas that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and [s2] meningiomas [e2] that are causing edema or mass effect )	cancer	cancer	904_7	904_8	904.0
NonRel	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and [s1] meningiomas [e1] that are causing edema or mass effect )	seizure or known condition that may pre-dispose to seizure ( including but not limited to prior stroke , transient ischemic attack within @NUMBER year prior to randomization , brain arteriovenous malformation ; or intracranial masses such as schwannomas and meningiomas that are causing [s2] edema [e2] or mass effect )	cancer	chronic_disease	904_8	904_9	904.0
hasValue	[s1] serum albumin [e1] ≥ @NUMBER g / dl	serum albumin ≥ [s2] @NUMBER g / dl [e2]	clinical_variable	lower_bound	905_0	905_1	905.0
NonRel	no [s1] transfusions [e1] and erythropoietin supplementation permitted within the last @NUMBER months	no transfusions and [s2] erythropoietin supplementation [e2] permitted within the last @NUMBER months	treatment	treatment	907_0	907_1	907.0
hasTemp	symptomatic [s1] peripheral vascular disease [e1] within @NUMBER months prior to randomization	symptomatic peripheral vascular disease within [s2] @NUMBER months prior [e2] to randomization	chronic_disease	upper_bound	909_0	909_1	909.0
NonRel	more than two prior [s1] endocrine therapy [e1] regimens for the treatment of metastatic er + breast cancer	more than two prior endocrine therapy regimens for the treatment of [s2] metastatic er [e2] + breast cancer	treatment	cancer	911_1	911_2	911.0
NonRel	more than two prior endocrine therapy regimens for the treatment of [s1] metastatic er [e1] + breast cancer	more than two prior endocrine therapy regimens for the treatment of metastatic er + [s2] breast cancer [e2]	cancer	cancer	911_2	911_3	911.0
hasTemp	must have completed at last [s1] @NUMBER months [e1] of current endocrine therapy prior to registration	must have completed at last @NUMBER months of current [s2] endocrine therapy [e2] prior to registration	upper_bound	treatment	912_0	912_1	912.0
hasTemp	[s1] prior chemotherapy [e1] is allowed , but last dose must have been at least @NUMBER months prior to enrollment	prior chemotherapy is allowed , but last dose must have been at least [s2] @NUMBER months prior [e2] to enrollment	treatment	lower_bound	913_0	913_1	913.0
hasValue	premature infants < [s1] @NUMBER week [e1] gestational age	premature infants < @NUMBER week [s2] gestational age [e2]	upper_bound	clinical_variable	915_0	915_1	915.0
NonRel	abnormal renal function with [s1] estimated glomerular filtration rate ( egfr ) [e1] less than @NUMBER ml / min / m^2 based on creatinine obtained within last @NUMBER days	abnormal renal function with estimated glomerular filtration rate ( egfr ) less than @NUMBER ml / min / m^2 based on [s2] creatinine [e2] obtained within last @NUMBER days	clinical_variable	clinical_variable	916_0	916_2	916.0
NonRel	abnormal renal function with estimated glomerular filtration rate ( egfr ) less than [s1] @NUMBER ml / min / m^2 [e1] based on creatinine obtained within last @NUMBER days	abnormal renal function with estimated glomerular filtration rate ( egfr ) less than @NUMBER ml / min / m^2 based on creatinine obtained within [s2] last @NUMBER days [e2]	upper_bound	upper_bound	916_1	916_3	916.0
NonRel	high dose [s1] steroid [e1] users or use of injections of corticoid steroids within a six month timeframe	high dose steroid users or [s2] use of injections of corticoid steroids [e2] within a six month timeframe	treatment	treatment	918_0	918_1	918.0
NonRel	[s1] gerd-hrql score [e1] improvement of at least @NUMBER points while on ppis , with at least 4-point improvement in heartburn subscore	gerd-hrql score improvement of at least @NUMBER points while on [s2] ppis [e2] , with at least 4-point improvement in heartburn subscore	clinical_variable	treatment	919_0	919_2	919.0
NonRel	gerd-hrql score improvement of at least [s1] @NUMBER points [e1] while on ppis , with at least 4-point improvement in heartburn subscore	gerd-hrql score improvement of at least @NUMBER points while on ppis , with at least [s2] 4-point [e2] improvement in heartburn subscore	lower_bound	lower_bound	919_1	919_3	919.0
NonRel	gerd-hrql score improvement of at least @NUMBER points while on [s1] ppis [e1] , with at least 4-point improvement in heartburn subscore	gerd-hrql score improvement of at least @NUMBER points while on ppis , with at least 4-point improvement in [s2] heartburn subscore [e2]	treatment	clinical_variable	919_2	919_4	919.0
NonRel	[s1] gerd-hrql score [e1] ≥ @NUMBER after discontinuing ppi therapy	gerd-hrql score ≥ @NUMBER after discontinuing [s2] ppi therapy [e2]	clinical_variable	treatment	920_0	920_2	920.0
NonRel	history of [s1] gerd [e1] symptoms of at least six months despite continuous ppis	history of gerd symptoms of at least six months despite continuous [s2] ppis [e2]	chronic_disease	treatment	921_0	921_2	921.0
hasValue	presence of a [s1] hiatal hernia [e1] > @NUMBER cm	presence of a hiatal hernia > [s2] @NUMBER cm [e2]	clinical_variable	lower_bound	922_0	922_1	922.0
hasValue	children under the [s1] age [e1] of @NUMBER	children under the age of [s2] @NUMBER [e2]	age	upper_bound	923_0	923_1	923.0
NonRel	planned future cumulative exposure to [s1] anaesthesia [e1] exceeding @NUMBER hours before the age of @NUMBER years	planned future cumulative exposure to anaesthesia exceeding @NUMBER hours before the [s2] age [e2] of @NUMBER years	treatment	age	924_0	924_2	924.0
NonRel	planned future cumulative exposure to anaesthesia exceeding [s1] @NUMBER hours [e1] before the age of @NUMBER years	planned future cumulative exposure to anaesthesia exceeding @NUMBER hours before the age of [s2] @NUMBER years [e2]	lower_bound	upper_bound	924_1	924_3	924.0
hasTemp	previous cumulative exposure to general [s1] anaesthesia [e1] exceeding @NUMBER hours	previous cumulative exposure to general anaesthesia exceeding [s2] @NUMBER hours [e2]	treatment	lower_bound	925_0	925_1	925.0
hasTemp	can be enrolled within [s1] @NUMBER hours [e1] of hospitalization	can be enrolled within @NUMBER hours of [s2] hospitalization [e2]	upper_bound	treatment	926_0	926_1	926.0
hasValue	[s1] eastern cooperative oncology group performance status [e1] ≤ @NUMBER	eastern cooperative oncology group performance status ≤ [s2] @NUMBER [e2]	clinical_variable	upper_bound	927_0	927_1	927.0
hasValue	[s1] act [e1] < @NUMBER at study visit @NUMBER	act < [s2] @NUMBER [e2] at study visit @NUMBER	clinical_variable	upper_bound	928_0	928_1	928.0
hasValue	[s1] fev1 [e1] > @NUMBER % predicted on monitoring	fev1 > [s2] @NUMBER % [e2] predicted on monitoring	clinical_variable	lower_bound	929_0	929_1	929.0
hasTemp	use of long acting [s1] muscarinic antagonist [e1] in the past @NUMBER weeks	use of long acting muscarinic antagonist in the [s2] past @NUMBER weeks [e2]	treatment	upper_bound	930_0	930_1	930.0
NonRel	using ics / laba ( [s1] advair hfa equivalent [e1] > @NUMBER / @NUMBER mcg bid ) or fluticasone ( @NUMBER mcg bid or equivalent ) for at least @NUMBER month before study visit @NUMBER	using ics / laba ( advair hfa equivalent > @NUMBER / @NUMBER mcg bid ) or [s2] fluticasone [e2] ( @NUMBER mcg bid or equivalent ) for at least @NUMBER month before study visit @NUMBER	clinical_variable	treatment	931_0	931_2	931.0
NonRel	using ics / laba ( advair hfa equivalent > [s1] @NUMBER / @NUMBER mcg bid [e1] ) or fluticasone ( @NUMBER mcg bid or equivalent ) for at least @NUMBER month before study visit @NUMBER	using ics / laba ( advair hfa equivalent > @NUMBER / @NUMBER mcg bid ) or fluticasone ( @NUMBER mcg bid or equivalent ) for at least [s2] @NUMBER month [e2] before study visit @NUMBER	lower_bound	lower_bound	931_1	931_3	931.0
NonRel	moderate to severe [s1] heart failure [e1] ( nyha class iii - iv ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( [s2] nyha class [e2] iii - iv ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	chronic_disease	clinical_variable	932_0	932_1	932.0
NonRel	moderate to severe heart failure ( nyha class [s1] iii [e1] - iv ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( nyha class iii - [s2] iv [e2] ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	lower_bound	upper_bound	932_2	932_3	932.0
NonRel	moderate to severe heart failure ( [s1] nyha class [e1] iii - iv ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( nyha class iii - iv ) with [s2] ef [e2] ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	clinical_variable	clinical_variable	932_1	932_4	932.0
NonRel	moderate to severe heart failure ( nyha class iii - [s1] iv [e1] ) with ef ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( nyha class iii - iv ) with ef ≤ [s2] @NUMBER % [e2] and qrs duration ≥ @NUMBER ms	upper_bound	upper_bound	932_3	932_5	932.0
NonRel	moderate to severe heart failure ( nyha class iii - iv ) with [s1] ef [e1] ≤ @NUMBER % and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( nyha class iii - iv ) with ef ≤ @NUMBER % and [s2] qrs [e2] duration ≥ @NUMBER ms	clinical_variable	clinical_variable	932_4	932_6	932.0
NonRel	moderate to severe heart failure ( nyha class iii - iv ) with ef ≤ [s1] @NUMBER % [e1] and qrs duration ≥ @NUMBER ms	moderate to severe heart failure ( nyha class iii - iv ) with ef ≤ @NUMBER % and qrs duration ≥ [s2] @NUMBER ms [e2]	upper_bound	lower_bound	932_5	932_7	932.0
hasValue	[s1] age [e1] @NUMBER or above , or of legal age to give informed consent specific to each country and national laws	age [s2] @NUMBER [e2] or above , or of legal age to give informed consent specific to each country and national laws	age	lower_bound	933_0	933_1	933.0
NonRel	eastern cooperative oncology group ( ecog ) performance status from [s1] @NUMBER [e1] ( asymptomatic ) to @NUMBER ( symptomatic and in bed < @NUMBER % of day )	eastern cooperative oncology group ( ecog ) performance status from @NUMBER ( asymptomatic ) to [s2] @NUMBER [e2] ( symptomatic and in bed < @NUMBER % of day )	lower_bound	upper_bound	934_1	934_2	934.0
NonRel	eastern cooperative oncology group ( ecog ) performance status from @NUMBER ( asymptomatic ) to [s1] @NUMBER [e1] ( symptomatic and in bed < @NUMBER % of day )	eastern cooperative oncology group ( ecog ) performance status from @NUMBER ( asymptomatic ) to @NUMBER ( symptomatic and in bed < [s2] @NUMBER % [e2] of day )	upper_bound	upper_bound	934_2	934_3	934.0
hasValue	[s1] ages [e1] @NUMBER years old and up	ages [s2] @NUMBER years [e2] old and up	age	lower_bound	935_0	935_1	935.0
hasTemp	less than [s1] twenty-one days [e1] have elapsed since the subject 's last radiation or chemotherapy prior to conditioning	less than twenty-one days have elapsed since the subject 's last radiation or [s2] chemotherapy [e2] prior to conditioning	upper_bound	treatment	936_0	936_1	936.0
hasValue	[s1] performance status [e1] @NUMBER percent or above	performance status [s2] @NUMBER percent [e2] or above	clinical_variable	lower_bound	937_0	937_1	937.0
NonRel	age [s1] @NUMBER [e1] - @NUMBER years of age	age @NUMBER - [s2] @NUMBER years [e2] of age	lower_bound	upper_bound	938_1	938_2	938.0
NonRel	[s1] age [e1] @NUMBER - @NUMBER years of age	age @NUMBER - @NUMBER years of [s2] age [e2]	age	age	938_0	938_3	938.0
NonRel	currently uncontrolled clinically significant [s1] depression [e1] ( bdi > @NUMBER )	currently uncontrolled clinically significant depression ( [s2] bdi [e2] > @NUMBER )	chronic_disease	clinical_variable	940_0	940_1	940.0
hasTemp	a need for [s1] aspirin [e1] at a dose of > @NUMBER mg a day	a need for aspirin at a dose of > [s2] @NUMBER mg [e2] a day	treatment	lower_bound	941_0	941_1	941.0
hasValue	[s1] groin hematoma [e1] > @NUMBER cm	groin hematoma > [s2] @NUMBER cm [e2]	clinical_variable	lower_bound	942_0	942_1	942.0
NonRel	> [s1] @NUMBER pg. / ml [e1] @NUMBER pg. / ml in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	> @NUMBER pg. / ml [s2] @NUMBER pg. / ml [e2] in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	lower_bound	lower_bound	944_0	944_1	944.0
NonRel	> @NUMBER pg. / ml @NUMBER pg. / ml in [s1] atrial fibrillation [e1] , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a [s2] bnp value [e2] > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	clinical_variable	clinical_variable	944_2	944_3	944.0
NonRel	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a [s1] bnp value [e1] > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in [s2] normal sinus rhythm [e2] , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	clinical_variable	clinical_variable	944_3	944_4	944.0
NonRel	> @NUMBER pg. / ml [s1] @NUMBER pg. / ml [e1] in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the past @NUMBER months	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > [s2] @NUMBER pg. / ml [e2] in atrial fibrillation within the past @NUMBER months	lower_bound	lower_bound	944_1	944_5	944.0
NonRel	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > [s1] @NUMBER pg. / ml [e1] in atrial fibrillation within the past @NUMBER months	> @NUMBER pg. / ml @NUMBER pg. / ml in atrial fibrillation , or a bnp value > @NUMBER pg. / ml in normal sinus rhythm , > @NUMBER pg. / ml in atrial fibrillation within the [s2] past @NUMBER months [e2]	lower_bound	upper_bound	944_5	944_6	944.0
NonRel	[s1] avr [e1] ( surgical avr or tavr ) within the past @NUMBER months	avr ( [s2] surgical avr or tavr [e2] ) within the past @NUMBER months	clinical_variable	clinical_variable	945_0	945_1	945.0
hasTemp	[s1] advanced heart failure [e1] defined as one or more	advanced heart failure defined as [s2] one [e2] or more	chronic_disease	lower_bound	946_0	946_1	946.0
hasValue	[s1] age [e1] > @NUMBER years old	age > [s2] @NUMBER years [e2] old	age	lower_bound	947_0	947_1	947.0
hasValue	[s1] aortic valve disease [e1] defined as > 2+ ar or > moderate as	aortic valve disease defined as > [s2] 2+ ar [e2] or > moderate as	clinical_variable	lower_bound	948_0	948_1	948.0
NonRel	[s1] cabg [e1] in past @NUMBER months , or current indication for coronary revascularization	cabg in past @NUMBER months , or current indication for [s2] coronary revascularization [e2]	treatment	treatment	949_0	949_2	949.0
hasTemp	[s1] cardiac resynchronization therapy [e1] initiated within the past @NUMBER months	cardiac resynchronization therapy initiated within the [s2] past @NUMBER months [e2]	treatment	upper_bound	950_0	950_1	950.0
hasValue	[s1] cardiac index [e1] < @NUMBER l / min / m2	cardiac index < [s2] @NUMBER l / min / m2 [e2]	clinical_variable	upper_bound	951_0	951_1	951.0
NonRel	currently requiring [s1] dialysis [e1] ; or estimated-gfr < @NUMBER ml / min / @NUMBER m2 by ckd-epi equation	currently requiring dialysis ; or [s2] estimated-gfr [e2] < @NUMBER ml / min / @NUMBER m2 by ckd-epi equation	treatment	clinical_variable	952_0	952_1	952.0
NonRel	elevated la pressure with a gradient compared to right atrial pressure ( [s1] rap [e1] ) documented by end-expiratory pcwp during supine ergometer exercise > @NUMBER mmhg , and greater than rap by > @NUMBER mmhg or a > @NUMBER mmhg increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	elevated la pressure with a gradient compared to right atrial pressure ( rap ) documented by end-expiratory pcwp during [s2] supine ergometer exercise [e2] > @NUMBER mmhg , and greater than rap by > @NUMBER mmhg or a > @NUMBER mmhg increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	clinical_variable	clinical_variable	953_0	953_1	953.0
NonRel	elevated la pressure with a gradient compared to right atrial pressure ( rap ) documented by end-expiratory pcwp during supine ergometer exercise > [s1] @NUMBER mmhg [e1] , and greater than rap by > @NUMBER mmhg or a > @NUMBER mmhg increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	elevated la pressure with a gradient compared to right atrial pressure ( rap ) documented by end-expiratory pcwp during supine ergometer exercise > @NUMBER mmhg , and greater than rap by > [s2] @NUMBER mmhg [e2] or a > @NUMBER mmhg increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	lower_bound	lower_bound	953_2	953_3	953.0
NonRel	elevated la pressure with a gradient compared to right atrial pressure ( rap ) documented by end-expiratory pcwp during supine ergometer exercise > @NUMBER mmhg , and greater than rap by > [s1] @NUMBER mmhg [e1] or a > @NUMBER mmhg increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	elevated la pressure with a gradient compared to right atrial pressure ( rap ) documented by end-expiratory pcwp during supine ergometer exercise > @NUMBER mmhg , and greater than rap by > @NUMBER mmhg or a > [s2] @NUMBER mmhg [e2] increase of end-expiratory pcwp during supine ergometer exercise compared to resting pcwp , and greater than rap by > @NUMBER mmhg	lower_bound	lower_bound	953_3	953_4	953.0
NonRel	history of [s1] stroke [e1] , transient ischemic attack ( tia ) , deep vein thrombosis ( dvt ) , or pulmonary emboli within the past @NUMBER months	history of stroke , [s2] transient ischemic attack ( tia ) [e2] , deep vein thrombosis ( dvt ) , or pulmonary emboli within the past @NUMBER months	chronic_disease	chronic_disease	954_0	954_1	954.0
NonRel	history of stroke , [s1] transient ischemic attack ( tia ) [e1] , deep vein thrombosis ( dvt ) , or pulmonary emboli within the past @NUMBER months	history of stroke , transient ischemic attack ( tia ) , [s2] deep vein thrombosis ( dvt ) [e2] , or pulmonary emboli within the past @NUMBER months	chronic_disease	chronic_disease	954_1	954_2	954.0
NonRel	history of stroke , transient ischemic attack ( tia ) , [s1] deep vein thrombosis ( dvt ) [e1] , or pulmonary emboli within the past @NUMBER months	history of stroke , transient ischemic attack ( tia ) , deep vein thrombosis ( dvt ) , or [s2] pulmonary emboli [e2] within the past @NUMBER months	chronic_disease	chronic_disease	954_2	954_3	954.0
NonRel	lv ejection fraction ( ef ) > [s1] @NUMBER % [e1] within the past @NUMBER months	lv ejection fraction ( ef ) > @NUMBER % within the [s2] past @NUMBER months [e2]	lower_bound	upper_bound	955_1	955_2	955.0
NonRel	[s1] mi [e1] and / or percutaneous cardiac intervention within past @NUMBER months	mi and / or [s2] percutaneous cardiac intervention [e2] within past @NUMBER months	chronic_disease	treatment	956_0	956_1	956.0
NonRel	[s1] nyha class ii [e1] with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	nyha class ii with a history of > nyha class ii ; or [s2] nyha class iii [e2] , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	clinical_variable	clinical_variable	957_0	957_1	957.0
NonRel	nyha class ii with a history of > nyha class ii ; or [s1] nyha class iii [e1] , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory [s2] nyha class iv [e2] symptoms ( paroxysmal nocturnal dyspnea dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	clinical_variable	clinical_variable	957_1	957_2	957.0
NonRel	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory [s1] nyha class iv [e1] symptoms ( paroxysmal nocturnal dyspnea dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( [s2] paroxysmal nocturnal dyspnea [e2] dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	clinical_variable	chronic_disease	957_2	957_3	957.0
NonRel	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( [s1] paroxysmal nocturnal dyspnea [e1] dyspnea , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea [s2] dyspnea [e2] , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	chronic_disease	chronic_disease	957_3	957_4	957.0
NonRel	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea [s1] dyspnea [e1] , orthopnea , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	nyha class ii with a history of > nyha class ii ; or nyha class iii , or ambulatory nyha class iv symptoms ( paroxysmal nocturnal dyspnea dyspnea , [s2] orthopnea [e2] , dyspnea on mild or moderate exertion ) at screening ; or signs ( any rales post cough , chest x-ray demonstrating pulmonary congestion , ) within past @NUMBER months	chronic_disease	chronic_disease	957_4	957_5	957.0
NonRel	symptoms of [s1] hf [e1] requiring current treatment with diuretics for > @NUMBER days	symptoms of hf requiring current [s2] treatment [e2] with diuretics for > @NUMBER days	chronic_disease	treatment	958_0	958_1	958.0
NonRel	symptoms of hf requiring current [s1] treatment [e1] with diuretics for > @NUMBER days	symptoms of hf requiring current treatment with [s2] diuretics [e2] for > @NUMBER days	treatment	treatment	958_1	958_2	958.0
NonRel	[s1] tricuspid valve regurgitation [e1] defined as grade > 2+ tr	tricuspid valve regurgitation defined as grade > 2+ [s2] tr [e2]	clinical_variable	chronic_disease	959_0	959_2	959.0
